#Data from 2015-10-22 at 11:12:9
Timestamp,PMT
1927814897.0,0.003
1927814997.0,0.003
1927815097.0,0.003
1927815197.0,0.003
1927815297.0,0.003
1927815397.0,0.003
1927815497.0,0.009
1927815597.0,0.003
1927815697.0,0.006
1927815797.0,0.003
1927815897.0,0.006
1927815997.0,0.006
1927816097.0,0.003
1927816197.0,0.006
1927816297.0,0.003
1927816397.0,0.003
1927816497.0,0.006
1927816597.0,0.003
1927816697.0,0.003
1927816797.0,0.003
1927816897.0,0.003
1927816997.0,0.006
1927817097.0,0.016
1927817197.0,0.003
1927817297.0,0.006
1927817397.0,0.006
1927817497.0,0.009
1927817597.0,0.003
1927817700.0,0.006
1927817797.0,0.003
1927817897.0,0.006
1927817997.0,0.003
1927818097.0,0.006
1927818197.0,0.003
1927818297.0,0.006
1927818397.0,0.003
1927818497.0,0.003
1927818597.0,0.003
1927818697.0,0.003
1927818797.0,0.003
1927818897.0,0.003
1927818997.0,0.003
1927819097.0,0.003
1927819197.0,0.003
1927819297.0,0.003
1927819397.0,0.009
1927819497.0,0.003
1927819597.0,0.003
1927819697.0,0.003
1927819797.0,0.003
1927819897.0,0.006
1927819997.0,0.006
1927820097.0,0.006
1927820197.0,0.003
1927820297.0,0.003
1927820397.0,0.003
1927820497.0,0.003
1927820597.0,0.003
1927820697.0,0.003
1927820797.0,0.003
1927820897.0,0.006
1927820997.0,0.006
1927821097.0,0.003
1927821197.0,0.003
1927821297.0,0.012
1927821397.0,0.003
1927821497.0,0.003
1927821597.0,0.003
1927821697.0,0.003
1927821797.0,0.003
1927821897.0,0.003
1927821997.0,0.003
1927822097.0,0.003
1927822197.0,0.006
1927822297.0,0.003
1927822397.0,0.006
1927822497.0,0.006
1927822597.0,0.003
1927822697.0,0.003
1927822797.0,0.006
1927822897.0,0.006
1927822997.0,0.003
1927823097.0,0.003
1927823197.0,0.003
1927823297.0,0.003
1927823397.0,0.003
1927823497.0,0.003
1927823597.0,0.003
1927823697.0,0.003
1927823797.0,0.003
1927823897.0,0.003
1927823997.0,0.003
1927824097.0,0.006
1927824197.0,0.003
1927824297.0,0.003
1927824397.0,0.003
1927824497.0,0.003
1927824597.0,0.003
1927824697.0,0.003
1927824797.0,0.006
1927824897.0,0.003
1927824997.0,0.016
1927825097.0,0.003
1927825197.0,0.006
1927825297.0,0.006
1927825397.0,0.006
1927825497.0,0.003
1927825597.0,0.003
1927825697.0,0.009
1927825797.0,0.006
1927825897.0,0.003
1927825997.0,0.003
1927826097.0,0.006
1927826197.0,0.003
1927826297.0,0.003
1927826397.0,0.012
1927826497.0,0.003
1927826597.0,0.003
1927826697.0,0.003
1927826797.0,0.003
1927826897.0,0.003
1927826997.0,0.003
1927827097.0,0.029
1927827197.0,0.003
1927827297.0,0.006
1927827397.0,0.003
1927827497.0,0.003
1927827597.0,0.003
1927827697.0,0.006
1927827797.0,0.006
1927827897.0,0.006
1927827997.0,0.003
1927828097.0,0.003
1927828197.0,0.012
1927828297.0,0.003
1927828397.0,0.003
1927828497.0,0.009
1927828597.0,0.003
1927828697.0,0.003
1927828797.0,0.003
1927828897.0,0.003
1927828997.0,0.006
1927829097.0,0.009
1927829197.0,0.003
1927829297.0,0.003
1927829397.0,0.003
1927829497.0,0.003
1927829597.0,0.003
1927829697.0,0.006
1927829797.0,0.003
1927829897.0,0.003
1927829997.0,0.003
1927830097.0,0.003
1927830197.0,0.003
1927830297.0,0.003
1927830397.0,0.003
1927830497.0,0.006
1927830597.0,0.003
1927830697.0,0.003
1927830797.0,0.009
1927830897.0,0.003
1927830997.0,0.025
1927831097.0,0.003
1927831197.0,0.003
1927831297.0,0.006
1927831397.0,0.003
1927831497.0,0.003
1927831597.0,0.003
1927831697.0,0.003
1927831797.0,0.006
1927831897.0,0.006
1927831997.0,0.003
1927832097.0,0.006
1927832197.0,0.003
1927832297.0,0.003
1927832397.0,0.003
1927832497.0,0.003
1927832597.0,0.003
1927832697.0,0.003
1927832797.0,0.003
1927832897.0,0.006
1927832997.0,0.022
1927833097.0,0.003
1927833197.0,0.003
1927833297.0,0.029
1927833397.0,0.006
1927833497.0,0.003
1927833597.0,0.003
1927833699.0,0.006
1927833797.0,0.006
1927833897.0,0.003
1927833997.0,0.003
1927834097.0,0.003
1927834197.0,0.003
1927834297.0,0.006
1927834397.0,0.003
1927834497.0,0.003
1927834597.0,0.003
1927834697.0,0.006
1927834797.0,0.003
1927834897.0,0.003
1927834997.0,0.003
1927835097.0,0.003
1927835197.0,0.003
1927835297.0,0.003
1927835397.0,0.003
1927835497.0,0.003
1927835597.0,0.003
1927835697.0,0.003
1927835797.0,0.006
1927835897.0,0.006
1927835997.0,0.003
1927836097.0,0.009
1927836197.0,0.003
1927836297.0,0.003
1927836397.0,0.003
1927836497.0,0.016
1927836597.0,0.003
1927836697.0,0.003
1927836797.0,0.003
1927836897.0,0.003
1927836997.0,0.006
1927837097.0,0.006
1927837197.0,0.006
1927837297.0,0.003
1927837397.0,0.003
1927837497.0,0.006
1927837597.0,0.003
1927837697.0,0.003
1927837797.0,0.006
1927837897.0,0.003
1927837997.0,0.003
1927838097.0,0.003
1927838197.0,0.006
1927838297.0,0.003
1927838397.0,0.003
1927838497.0,0.003
1927838597.0,0.003
1927838697.0,0.003
1927838797.0,0.003
1927838897.0,0.006
1927838997.0,0.006
1927839097.0,0.003
1927839197.0,0.006
1927839297.0,0.003
1927839397.0,0.003
1927839497.0,0.003
1927839597.0,0.003
1927839697.0,0.003
1927839797.0,0.003
1927839897.0,0.003
1927839997.0,0.003
1927840097.0,0.003
1927840197.0,0.006
1927840297.0,0.003
1927840397.0,0.003
1927840497.0,0.003
1927840597.0,0.003
1927840697.0,0.003
1927840797.0,0.006
1927840897.0,0.003
1927840997.0,0.003
1927841097.0,0.003
1927841197.0,0.003
1927841297.0,0.003
1927841397.0,0.006
1927841497.0,0.003
1927841597.0,0.003
1927841697.0,0.006
1927841797.0,0.003
1927841897.0,0.003
1927841997.0,0.003
1927842097.0,0.009
1927842197.0,0.006
1927842297.0,0.003
1927842397.0,0.003
1927842497.0,0.003
1927842597.0,0.003
1927842697.0,0.003
1927842797.0,0.003
1927842897.0,0.006
1927842997.0,0.003
1927843097.0,0.003
1927843197.0,0.006
1927843297.0,0.009
1927843397.0,0.003
1927843497.0,0.003
1927843597.0,0.003
1927843697.0,0.003
1927843797.0,0.006
1927843897.0,0.006
1927843997.0,0.006
1927844097.0,0.006
1927844197.0,0.003
1927844297.0,0.003
1927844397.0,0.003
1927844497.0,0.006
1927844597.0,0.003
1927844697.0,0.003
1927844797.0,0.003
1927844897.0,0.003
1927844997.0,0.003
1927845097.0,0.006
1927845197.0,0.003
1927845297.0,0.003
1927845397.0,0.003
1927845497.0,0.025
1927845597.0,0.003
1927845697.0,0.003
1927845797.0,0.006
1927845897.0,0.003
1927845997.0,0.006
1927846097.0,0.003
1927846197.0,0.006
1927846297.0,0.003
1927846397.0,0.006
1927846497.0,0.003
1927846597.0,0.003
1927846697.0,0.003
1927846797.0,0.003
1927846897.0,0.003
1927846997.0,0.003
1927847097.0,0.003
1927847197.0,0.003
1927847297.0,0.006
1927847397.0,0.006
1927847497.0,0.003
1927847597.0,0.003
1927847697.0,0.012
1927847797.0,0.006
1927847897.0,0.006
1927847997.0,0.003
1927848097.0,0.003
1927848197.0,0.003
1927848297.0,0.003
1927848397.0,0.003
1927848497.0,0.003
1927848597.0,0.003
1927848698.0,0.003
1927848797.0,0.003
1927848897.0,0.003
1927848997.0,0.006
1927849097.0,0.003
1927849197.0,0.016
1927849297.0,0.003
1927849397.0,0.003
1927849497.0,0.012
1927849597.0,0.003
1927849698.0,0.003
1927849797.0,0.009
1927849897.0,0.003
1927849997.0,0.003
1927850097.0,0.003
1927850197.0,0.016
1927850297.0,0.003
1927850397.0,0.003
1927850497.0,0.006
1927850597.0,0.003
1927850697.0,0.003
1927850797.0,0.003
1927850897.0,0.006
1927850997.0,0.006
1927851097.0,0.003
1927851197.0,0.003
1927851297.0,0.003
1927851397.0,0.003
1927851497.0,0.003
1927851597.0,0.003
1927851697.0,0.003
1927851797.0,0.009
1927851897.0,0.003
1927851997.0,0.003
1927852097.0,0.006
1927852197.0,0.003
1927852297.0,0.003
1927852397.0,0.006
1927852497.0,0.003
1927852597.0,0.003
1927852697.0,0.003
1927852797.0,0.003
1927852897.0,0.006
1927852997.0,0.003
1927853097.0,0.003
1927853197.0,0.003
1927853297.0,0.006
1927853397.0,0.006
1927853497.0,0.003
1927853597.0,0.003
1927853697.0,0.003
1927853797.0,0.006
1927853897.0,0.003
1927853997.0,0.003
1927854097.0,0.003
1927854197.0,0.003
1927854297.0,0.003
1927854397.0,0.006
1927854497.0,0.003
1927854597.0,0.003
1927854697.0,0.003
1927854797.0,0.003
1927854897.0,0.003
1927854997.0,0.003
1927855097.0,0.003
1927855197.0,0.006
1927855297.0,0.003
1927855397.0,0.006
1927855497.0,0.003
1927855597.0,0.003
1927855697.0,0.006
1927855797.0,0.003
1927855897.0,0.006
1927855997.0,0.003
1927856097.0,0.003
1927856197.0,0.006
1927856297.0,0.003
1927856397.0,0.012
1927856497.0,0.003
1927856597.0,0.003
1927856697.0,0.003
1927856797.0,0.003
1927856897.0,0.003
1927856997.0,0.003
1927857097.0,0.003
1927857197.0,0.003
1927857297.0,0.003
1927857397.0,0.016
1927857497.0,0.009
1927857597.0,0.003
1927857697.0,0.003
1927857797.0,0.003
1927857897.0,0.006
1927857997.0,0.003
1927858097.0,0.006
1927858197.0,0.003
1927858297.0,0.006
1927858397.0,0.003
1927858497.0,0.003
1927858597.0,0.003
1927858697.0,0.003
1927858797.0,0.003
1927858897.0,0.003
1927858997.0,0.003
1927859097.0,0.003
1927859197.0,0.003
1927859297.0,0.003
1927859397.0,0.006
1927859497.0,0.003
1927859597.0,0.003
1927859697.0,0.003
1927859797.0,0.003
1927859897.0,0.006
1927859997.0,0.003
1927860097.0,0.003
1927860197.0,0.003
1927860297.0,0.006
1927860397.0,0.003
1927860497.0,0.016
1927860597.0,0.003
1927860697.0,0.006
1927860797.0,0.003
1927860897.0,0.003
1927860997.0,0.003
1927861097.0,0.003
1927861197.0,0.003
1927861297.0,0.003
1927861397.0,0.006
1927861497.0,0.003
1927861597.0,0.003
1927861697.0,0.003
1927861797.0,0.003
1927861897.0,0.003
1927861997.0,0.003
1927862097.0,0.003
1927862197.0,0.003
1927862297.0,0.003
1927862397.0,0.003
1927862497.0,0.003
1927862597.0,0.003
1927862697.0,0.003
1927862797.0,0.003
1927862897.0,0.003
1927862997.0,0.003
1927863097.0,0.003
1927863197.0,0.006
1927863297.0,0.003
1927863397.0,0.003
1927863497.0,0.006
1927863597.0,0.003
1927863697.0,0.003
1927863797.0,0.003
1927863897.0,0.003
1927863997.0,0.006
1927864097.0,0.003
1927864197.0,0.003
1927864297.0,0.006
1927864397.0,0.003
1927864497.0,0.003
1927864597.0,0.003
1927864698.0,0.003
1927864797.0,0.003
1927864897.0,0.003
1927864997.0,0.016
1927865097.0,0.003
1927865197.0,0.006
1927865297.0,0.006
1927865397.0,0.003
1927865497.0,0.003
1927865597.0,0.003
1927865698.0,0.003
1927865797.0,0.006
1927865897.0,0.003
1927865997.0,0.003
1927866097.0,0.012
1927866197.0,0.006
1927866297.0,0.003
1927866397.0,0.006
1927866497.0,0.006
1927866597.0,0.003
1927866697.0,0.003
1927866797.0,0.003
1927866897.0,0.006
1927866997.0,0.012
1927867097.0,0.003
1927867197.0,0.016
1927867297.0,0.006
1927867397.0,0.003
1927867497.0,0.003
1927867597.0,0.003
1927867697.0,0.006
1927867797.0,0.003
1927867897.0,0.003
1927867997.0,0.003
1927868097.0,0.009
1927868197.0,0.006
1927868297.0,0.003
1927868397.0,0.003
1927868497.0,0.006
1927868597.0,0.003
1927868697.0,0.003
1927868797.0,0.006
1927868897.0,0.003
1927868997.0,0.003
1927869097.0,0.003
1927869197.0,0.003
1927869297.0,0.006
1927869397.0,0.006
1927869497.0,0.003
1927869597.0,0.003
1927869697.0,0.003
1927869797.0,0.003
1927869897.0,0.003
1927869997.0,0.006
1927870097.0,0.003
1927870197.0,0.003
1927870297.0,0.003
1927870397.0,0.009
1927870497.0,0.003
1927870597.0,0.003
1927870697.0,0.003
1927870797.0,0.003
1927870897.0,0.003
1927870997.0,0.003
1927871097.0,0.003
1927871197.0,0.003
1927871297.0,0.006
1927871397.0,0.003
1927871497.0,0.003
1927871597.0,0.003
1927871697.0,0.003
1927871797.0,0.003
1927871897.0,0.006
1927871997.0,0.003
1927872097.0,0.006
1927872197.0,0.003
1927872297.0,0.003
1927872397.0,0.006
1927872497.0,0.003
1927872597.0,0.003
1927872697.0,0.003
1927872797.0,0.003
1927872897.0,0.003
1927872997.0,0.006
1927873097.0,0.003
1927873197.0,0.003
1927873297.0,0.003
1927873397.0,0.003
1927873497.0,0.003
1927873597.0,0.003
1927873697.0,0.003
1927873797.0,0.006
1927873897.0,0.003
1927873997.0,0.003
1927874097.0,0.006
1927874197.0,0.006
1927874297.0,0.003
1927874397.0,0.003
1927874497.0,0.003
1927874597.0,0.003
1927874697.0,0.003
1927874797.0,0.003
1927874897.0,0.003
1927874997.0,0.003
1927875097.0,0.003
1927875197.0,0.009
1927875297.0,0.006
1927875397.0,0.003
1927875497.0,0.003
1927875597.0,0.003
1927875697.0,0.016
1927875797.0,0.003
1927875897.0,0.003
1927875997.0,0.003
1927876097.0,0.003
1927876197.0,0.003
1927876297.0,0.006
1927876397.0,0.006
1927876497.0,0.003
1927876597.0,0.003
1927876697.0,0.003
1927876797.0,0.006
1927876897.0,0.003
1927876997.0,0.003
1927877097.0,0.006
1927877197.0,0.003
1927877297.0,0.003
1927877397.0,0.003
1927877497.0,0.009
1927877597.0,0.003
1927877697.0,0.003
1927877797.0,0.003
1927877897.0,0.003
1927877997.0,0.003
1927878097.0,0.003
1927878197.0,0.006
1927878297.0,0.006
1927878397.0,0.003
1927878497.0,0.006
1927878597.0,0.003
1927878697.0,0.003
1927878797.0,0.003
1927878897.0,0.003
1927878997.0,0.003
1927879097.0,0.009
1927879197.0,0.006
1927879297.0,0.006
1927879397.0,0.003
1927879497.0,0.012
1927879597.0,0.003
1927879697.0,0.006
1927879797.0,0.003
1927879897.0,0.012
1927879997.0,0.003
1927880097.0,0.003
1927880197.0,0.025
1927880297.0,0.006
1927880397.0,0.009
1927880497.0,0.003
1927880597.0,0.003
1927880697.0,0.003
1927880797.0,0.003
1927880897.0,0.003
1927880997.0,0.003
1927881097.0,0.003
1927881197.0,0.003
1927881297.0,0.003
1927881397.0,0.003
1927881497.0,0.009
1927881597.0,0.003
1927881697.0,0.003
1927881797.0,0.003
1927881897.0,0.006
1927881997.0,0.006
1927882097.0,0.003
1927882197.0,0.003
1927882297.0,0.006
1927882397.0,0.006
1927882497.0,0.003
1927882597.0,0.003
1927882697.0,0.003
1927882797.0,0.003
1927882897.0,0.003
1927882997.0,0.003
1927883097.0,0.003
1927883197.0,0.003
1927883297.0,0.003
1927883397.0,0.003
1927883497.0,0.003
1927883597.0,0.003
1927883697.0,0.003
1927883797.0,0.003
1927883897.0,0.003
1927883997.0,0.006
1927884097.0,0.009
1927884197.0,0.003
1927884297.0,0.012
1927884397.0,0.003
1927884497.0,0.003
1927884597.0,0.003
1927884697.0,0.003
1927884797.0,0.003
1927884897.0,0.006
1927884997.0,0.003
1927885097.0,0.003
1927885197.0,0.003
1927885297.0,0.003
1927885397.0,0.003
1927885497.0,0.003
1927885597.0,0.003
1927885697.0,0.003
1927885797.0,0.003
1927885897.0,0.006
1927885997.0,0.003
1927886097.0,0.003
1927886197.0,0.006
1927886297.0,0.022
1927886397.0,0.003
1927886497.0,0.006
1927886597.0,0.003
1927886697.0,0.003
1927886797.0,0.003
1927886897.0,0.003
1927886997.0,0.003
1927887097.0,0.006
1927887197.0,0.003
1927887297.0,0.006
1927887397.0,0.003
1927887497.0,0.003
1927887597.0,0.003
1927887697.0,0.003
1927887797.0,0.006
1927887897.0,0.003
1927887997.0,0.003
1927888097.0,0.025
1927888197.0,0.003
1927888297.0,0.003
1927888397.0,0.003
1927888497.0,0.003
1927888597.0,0.003
1927888697.0,0.006
1927888797.0,0.009
1927888897.0,0.003
1927888997.0,0.003
1927889097.0,0.029
1927889197.0,0.003
1927889297.0,0.003
1927889397.0,0.003
1927889497.0,0.003
1927889597.0,0.003
1927889697.0,0.003
1927889797.0,0.006
1927889897.0,0.003
1927889997.0,0.003
1927890097.0,0.003
1927890197.0,0.006
1927890297.0,0.009
1927890397.0,0.003
1927890497.0,0.003
1927890597.0,0.003
1927890697.0,0.006
1927890797.0,0.003
1927890897.0,0.006
1927890997.0,0.006
1927891097.0,0.012
1927891197.0,0.006
1927891297.0,0.003
1927891397.0,0.003
1927891497.0,0.003
1927891597.0,0.003
1927891697.0,0.003
1927891797.0,0.003
1927891897.0,0.006
1927891997.0,0.006
1927892097.0,0.003
1927892197.0,0.003
1927892297.0,0.003
1927892397.0,0.003
1927892497.0,0.006
1927892597.0,0.003
1927892697.0,0.006
1927892797.0,0.003
1927892897.0,0.003
1927892997.0,0.006
1927893097.0,0.003
1927893197.0,0.006
1927893297.0,0.003
1927893397.0,0.009
1927893497.0,0.006
1927893597.0,0.003
1927893697.0,0.006
1927893797.0,0.003
1927893897.0,0.003
1927893997.0,0.006
1927894097.0,0.003
1927894197.0,0.003
1927894297.0,0.003
1927894397.0,0.003
1927894497.0,0.003
1927894597.0,0.003
1927894697.0,0.003
1927894797.0,0.003
1927894897.0,0.003
1927894997.0,0.006
1927895097.0,0.003
1927895197.0,0.003
1927895297.0,0.003
1927895397.0,0.006
1927895497.0,0.003
1927895597.0,0.003
1927895697.0,0.006
1927895797.0,0.003
1927895897.0,0.003
1927895997.0,0.003
1927896097.0,0.006
1927896197.0,0.003
1927896297.0,0.003
1927896397.0,0.003
1927896497.0,0.003
1927896597.0,0.003
1927896697.0,0.003
1927896797.0,0.022
1927896897.0,0.003
1927896997.0,0.003
1927897097.0,0.003
1927897197.0,0.003
1927897297.0,0.025
1927897397.0,0.003
1927897497.0,0.003
1927897597.0,0.003
1927897697.0,0.006
1927897797.0,0.003
1927897897.0,0.003
1927897997.0,0.006
1927898097.0,0.003
1927898197.0,0.003
1927898297.0,0.003
1927898397.0,0.003
1927898497.0,0.003
1927898597.0,0.003
1927898697.0,0.003
1927898797.0,0.003
1927898897.0,0.003
1927898997.0,0.006
1927899097.0,0.003
1927899197.0,0.003
1927899297.0,0.003
1927899397.0,0.025
1927899497.0,0.003
1927899597.0,0.003
1927899697.0,0.003
1927899797.0,0.003
1927899897.0,0.003
1927899997.0,0.006
1927900097.0,0.003
1927900197.0,0.003
1927900297.0,0.003
1927900397.0,0.029
1927900497.0,0.003
1927900597.0,0.003
1927900697.0,0.006
1927900797.0,0.006
1927900897.0,0.003
1927900997.0,0.003
1927901097.0,0.003
1927901197.0,0.003
1927901297.0,0.003
1927901397.0,0.006
1927901497.0,0.006
1927901597.0,0.003
1927901697.0,0.003
1927901797.0,0.003
1927901897.0,0.003
1927901997.0,0.003
1927902097.0,0.006
1927902197.0,0.006
1927902297.0,0.003
1927902397.0,0.003
1927902497.0,0.003
1927902597.0,0.003
1927902697.0,0.003
1927902797.0,0.003
1927902897.0,0.006
1927902997.0,0.006
1927903097.0,0.003
1927903197.0,0.003
1927903297.0,0.003
1927903397.0,0.003
1927903497.0,0.003
1927903597.0,0.003
1927903697.0,0.003
1927903797.0,0.025
1927903897.0,0.003
1927903997.0,0.006
1927904097.0,0.003
1927904197.0,0.003
1927904297.0,0.003
1927904397.0,0.003
1927904497.0,0.003
1927904597.0,0.003
1927904697.0,0.003
1927904797.0,0.003
1927904897.0,0.003
1927904997.0,0.029
1927905097.0,0.006
1927905197.0,0.003
1927905297.0,0.003
1927905397.0,0.003
1927905497.0,0.006
1927905597.0,0.003
1927905697.0,0.003
1927905797.0,0.003
1927905897.0,0.003
1927905997.0,0.003
1927906097.0,0.006
1927906197.0,0.003
1927906297.0,0.003
1927906397.0,0.003
1927906497.0,0.006
1927906597.0,0.003
1927906697.0,0.003
1927906797.0,0.003
1927906897.0,0.003
1927906997.0,0.003
1927907097.0,0.003
1927907197.0,0.003
1927907297.0,0.003
1927907397.0,0.003
1927907497.0,0.003
1927907597.0,0.003
1927907697.0,0.003
1927907797.0,0.003
1927907897.0,0.003
1927907997.0,0.006
1927908097.0,0.003
1927908197.0,0.003
1927908297.0,0.006
1927908397.0,0.003
1927908497.0,0.006
1927908597.0,0.003
1927908697.0,0.003
1927908797.0,0.003
1927908897.0,0.016
1927908997.0,0.003
1927909097.0,0.003
1927909197.0,0.003
1927909297.0,0.003
1927909397.0,0.009
1927909497.0,0.003
1927909597.0,0.003
1927909697.0,0.003
1927909797.0,0.006
1927909897.0,0.006
1927909997.0,0.006
1927910097.0,0.003
1927910197.0,0.003
1927910297.0,0.003
1927910397.0,0.003
1927910497.0,0.006
1927910597.0,0.003
1927910697.0,0.003
1927910797.0,0.003
1927910897.0,0.003
1927910997.0,0.003
1927911097.0,0.006
1927911197.0,0.006
1927911297.0,0.003
1927911397.0,0.003
1927911497.0,0.003
1927911597.0,0.003
1927911697.0,0.003
1927911797.0,0.003
1927911897.0,0.003
1927911997.0,0.003
1927912097.0,0.003
1927912197.0,0.003
1927912297.0,0.003
1927912397.0,0.012
1927912497.0,0.003
1927912597.0,0.003
1927912697.0,0.003
1927912797.0,0.003
1927912897.0,0.006
1927912997.0,0.006
1927913097.0,0.016
1927913197.0,0.003
1927913297.0,0.003
1927913397.0,0.003
1927913497.0,0.006
1927913597.0,0.003
1927913697.0,0.003
1927913797.0,0.012
1927913897.0,0.003
1927913997.0,0.003
1927914097.0,0.003
1927914197.0,0.003
1927914297.0,0.006
1927914397.0,0.003
1927914497.0,0.003
1927914597.0,0.003
1927914697.0,0.003
1927914797.0,0.006
1927914897.0,0.003
1927914997.0,0.006
1927915097.0,0.003
1927915197.0,0.003
1927915297.0,0.003
1927915397.0,0.003
1927915497.0,0.006
1927915597.0,0.003
1927915697.0,0.003
1927915797.0,0.003
1927915897.0,0.003
1927915997.0,0.003
1927916097.0,0.003
1927916197.0,0.006
1927916297.0,0.009
1927916397.0,0.003
1927916497.0,0.006
1927916597.0,0.003
1927916697.0,0.006
1927916797.0,0.003
1927916897.0,0.003
1927916997.0,0.003
1927917097.0,0.003
1927917197.0,0.009
1927917297.0,0.003
1927917397.0,0.003
1927917497.0,0.003
1927917597.0,0.003
1927917697.0,0.006
1927917797.0,0.006
1927917897.0,0.003
1927917997.0,0.003
1927918097.0,0.003
1927918197.0,0.006
1927918297.0,0.003
1927918397.0,0.003
1927918497.0,0.003
1927918597.0,0.003
1927918697.0,0.006
1927918797.0,0.006
1927918897.0,0.003
1927918997.0,0.003
1927919097.0,0.003
1927919197.0,0.006
1927919297.0,0.003
1927919397.0,0.003
1927919497.0,0.003
1927919597.0,0.003
1927919697.0,0.003
1927919797.0,0.003
1927919897.0,0.003
1927919997.0,0.003
1927920097.0,0.003
1927920197.0,0.003
1927920297.0,0.003
1927920397.0,0.006
1927920497.0,0.003
1927920597.0,0.003
1927920697.0,0.003
1927920797.0,0.003
1927920897.0,0.006
1927920997.0,0.003
1927921097.0,0.006
1927921197.0,0.003
1927921297.0,0.029
1927921397.0,0.003
1927921497.0,0.003
1927921597.0,0.003
1927921697.0,0.003
1927921797.0,0.003
1927921897.0,0.003
1927921997.0,0.003
1927922097.0,0.006
1927922197.0,0.003
1927922297.0,0.003
1927922397.0,0.006
1927922497.0,0.003
1927922597.0,0.003
1927922697.0,0.003
1927922797.0,0.003
1927922897.0,0.003
1927922997.0,0.003
1927923097.0,0.003
1927923197.0,0.006
1927923297.0,0.009
1927923397.0,0.006
1927923497.0,0.006
1927923597.0,0.003
1927923697.0,0.006
1927923797.0,0.003
1927923897.0,0.003
1927923997.0,0.003
1927924097.0,0.003
1927924197.0,0.003
1927924297.0,0.003
1927924397.0,0.003
1927924497.0,0.003
1927924597.0,0.003
1927924697.0,0.003
1927924797.0,0.016
1927924897.0,0.003
1927924997.0,0.003
1927925097.0,0.006
1927925197.0,0.003
1927925297.0,0.003
1927925397.0,0.006
1927925497.0,0.003
1927925597.0,0.003
1927925697.0,0.003
1927925797.0,0.003
1927925897.0,0.006
1927925997.0,0.003
1927926097.0,0.003
1927926197.0,0.003
1927926297.0,0.003
1927926397.0,0.006
1927926497.0,0.006
1927926597.0,0.003
1927926697.0,0.009
1927926797.0,0.003
1927926897.0,0.003
1927926997.0,0.003
1927927097.0,0.006
1927927197.0,0.009
1927927297.0,0.003
1927927397.0,0.003
1927927497.0,0.006
1927927597.0,0.003
1927927697.0,0.009
1927927797.0,0.003
1927927897.0,0.003
1927927997.0,0.009
1927928097.0,0.006
1927928197.0,0.003
1927928297.0,0.006
1927928397.0,0.003
1927928497.0,0.006
1927928597.0,0.003
1927928697.0,0.003
1927928797.0,0.009
1927928897.0,0.003
1927928997.0,0.003
1927929097.0,0.003
1927929197.0,0.003
1927929297.0,0.003
1927929397.0,0.003
1927929497.0,0.003
1927929597.0,0.003
1927929697.0,0.003
1927929797.0,0.003
1927929897.0,0.003
1927929997.0,0.003
1927930097.0,0.003
1927930197.0,0.003
1927930297.0,0.003
1927930397.0,0.003
1927930497.0,0.003
1927930597.0,0.003
1927930697.0,0.003
1927930797.0,0.009
1927930897.0,0.003
1927930997.0,0.003
1927931097.0,0.003
1927931197.0,0.003
1927931297.0,0.003
1927931397.0,0.003
1927931497.0,0.003
1927931597.0,0.003
1927931697.0,0.006
1927931797.0,0.003
1927931897.0,0.006
1927931997.0,0.003
1927932097.0,0.003
1927932197.0,0.003
1927932297.0,0.006
1927932397.0,0.003
1927932497.0,0.003
1927932597.0,0.003
1927932697.0,0.006
1927932797.0,0.003
1927932897.0,0.003
1927932997.0,0.025
1927933097.0,0.003
1927933197.0,0.003
1927933297.0,0.006
1927933397.0,0.006
1927933497.0,0.003
1927933597.0,0.003
1927933697.0,0.003
1927933797.0,0.006
1927933897.0,0.003
1927933997.0,0.003
1927934097.0,0.003
1927934197.0,0.003
1927934297.0,0.003
1927934397.0,0.003
1927934497.0,0.003
1927934597.0,0.003
1927934697.0,0.006
1927934797.0,0.003
1927934897.0,0.003
1927934997.0,0.003
1927935097.0,0.003
1927935197.0,0.003
1927935297.0,0.003
1927935397.0,0.003
1927935497.0,0.003
1927935597.0,0.003
1927935697.0,0.003
1927935797.0,0.003
1927935897.0,0.006
1927935997.0,0.003
1927936097.0,0.003
1927936197.0,0.003
1927936297.0,0.006
1927936397.0,0.003
1927936497.0,0.003
1927936597.0,0.003
1927936697.0,0.003
1927936797.0,0.006
1927936897.0,0.006
1927936997.0,0.003
1927937097.0,0.003
1927937197.0,0.006
1927937297.0,0.003
1927937397.0,0.006
1927937497.0,0.003
1927937597.0,0.003
1927937697.0,0.003
1927937797.0,0.003
1927937897.0,0.009
1927937997.0,0.003
1927938097.0,0.003
1927938197.0,0.003
1927938297.0,0.003
1927938397.0,0.003
1927938497.0,0.003
1927938597.0,0.003
1927938697.0,0.006
1927938797.0,0.003
1927938897.0,0.003
1927938997.0,0.003
1927939097.0,0.003
1927939197.0,0.003
1927939297.0,0.025
1927939397.0,0.006
1927939497.0,0.003
1927939597.0,0.003
1927939697.0,0.003
1927939797.0,0.003
1927939897.0,0.006
1927939997.0,0.003
1927940097.0,0.003
1927940197.0,0.006
1927940297.0,0.006
1927940397.0,0.003
1927940497.0,0.003
1927940597.0,0.003
1927940697.0,0.003
1927940797.0,0.006
1927940897.0,0.003
1927940997.0,0.003
1927941097.0,0.003
1927941197.0,0.003
1927941297.0,0.006
1927941397.0,0.003
1927941497.0,0.003
1927941597.0,0.003
1927941697.0,0.003
1927941797.0,0.003
